recordID,species,scientificName,mo,dy,yr,period,plot,note1,stake,locality,coordinates,county,state,country,sex
6545,AB,  Amphispiza bilineata,9,18,1982,62,13,13,36,"Winterthur Gardens, Delaware",,NULL,NULL,UNITED STATES,
5220,AB,  Amphispiza bilineata  ,1,24,1982,54,20,13,27,"Winterthur Gardens, Delaware",,NULL,NULL,UNITED STATES,
7020,AH,Ammospermophilis harrisi,11,21,1982,63,24,13,72,Muscogee-Rerdido [Perdido] River.,30.44972|-87.38167,Escambia,Florida,United States of America,
7645,AH,Ammospermophilus harrisii,4,16,1983,67,24,13,21,near Lake Lindsey.,28.63444|-82.35944,Hernando,Florida,United States of America,
8641,AH,Ammospermophilus harrisi,11,13,1983,74,15,13,25,road to St. Mark's lighthouse; St. Mark's Wildlife Refuge.,,Wakulla,Florida,United States of America,
9495,AH,Ammospermophilus harrisii,8,26,1984,82,9,13,21,3.5 miles north of Allicance Cross Road on Fla. Rt. 71.,,Jackson,Florida,United States of America,
9583,AH,Ammospermophilus harrisii,9,30,1984,83,15,13,37,"St. Vincent Island, wet swale",,NULL,NULL,UNITED STATES,
9862,AH,Ammospermophilus harrisii,1,20,1985,86,13,13,11,"Eagle Mountain Trailhead, Clearwater National Forest",46.33778|-115.11639,Idaho,Idaho,UNITED STATES,
9882,AH,Ammospermophilus harrisii,1,20,1985,86,15,13,31,"Eagle Mountain Trailhead, Clearwater National Forest",46.33778|-115.11639,Idaho,Idaho,UNITED STATES,
9891,AH,Ammospermophilus harrisii,1,20,1985,86,1,13,43,"Split Creek Trail, Nez Perce National Forest",45.45|-115.91667,Idaho,Idaho,UNITED STATES,
9939,AH,Ammospermophilus harrisii,2,16,1985,87,20,13,25,"Split Creek Trail, Nez Perce National Forest",45.45|-115.91667,Idaho,Idaho,UNITED STATES,
10153,AH,Ammospermophilus harrisii,4,20,1985,-88,24,13,15,"Split Creek Trail, Nez Perce National Forest",45.45|-115.91667,Idaho,Idaho,UNITED STATES,
10450,AH,Ammospermophilus harrisii,6,15,1985,90,19,13,13,"Canyon Creek Trailhead, Clearwater National Forest",45.389905|-114.804434,Idaho,Idaho,UNITED STATES,
10498,AH,Ammospermophilus harrisii,6,16,1985,90,3,13,24,"FS Rd 25 4.6 mi S of FS Rd 300, Gifford Pinchot National Forest",,Lewis,Washington,UNITED STATES,
10509,AH,Ammospermophilus harrisii,6,16,1985,90,15,13,33,"FS Rd 25 4.6 mi S of FS Rd 300, Gifford Pinchot National Forest",,Lewis,Washington,UNITED STATES,
10694,AH,Ammospermophilus harrisii,8,20,1985,92,15,13,33,"FS Rd 25 4.6 mi S of FS Rd 300, Gifford Pinchot National Forest",,Lewis,Washington,UNITED STATES,
15510,AH,Ammospermophilus harrisii,2,4,1989,131,12,13,27,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
15588,AH,Ammospermophilus harrisii,2,5,1989,131,7,13,22,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
15624,AH,Ammospermophilus harrisii,2,5,1989,131,15,13,44,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
15784,AH,Ammospermophilus harrisii,3,13,1989,132,13,13,76,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
15950,AH,Ammospermophilus harrisii,4,2,1989,133,20,13,53,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
15974,AH,Ammospermophilus harrisii,5,9,1989,134,24,13,14,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16098,AH,Ammospermophilus harrisii,6,3,1989,135,18,13,16,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16121,AH,Ammospermophilus harrisii,6,3,1989,135,18,13,47,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16128,AH,Ammospermophilus harrisii,6,3,1989,135,18,13,56,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16175,AH,Ammospermophilus harrisii,6,4,1989,135,15,13,34,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16184,AH,Ammospermophilus harrisii,6,4,1989,135,15,13,43,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16230,AH,Ammospermophilus harrisii,7,3,1989,136,7,13,32,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16240,AH,Ammospermophilus harrisii,7,3,1989,136,12,13,51,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16242,AH,Ammospermophilus harrisii,7,3,1989,136,7,13,51,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16260,AH,Ammospermophilus harrisii,7,3,1989,136,12,13,72,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
16263,AH,Ammospermophilus harrisii,7,3,1989,136,23,13,73,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
16288,AH,Ammospermophilus harrisii,7,4,1989,136,15,13,25,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
16294,AH,Ammospermophilus harrisii,7,4,1989,136,8,13,33,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16404,AH,Ammospermophilus harrisii,7,30,1989,137,13,13,61,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16481,AH,Ammospermophilus harrisii,9,4,1989,138,14,13,65,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16496,AH,Ammospermophilus harrisii,10,7,1989,139,18,13,15,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16564,AH,Ammospermophilus harrisii,10,8,1989,139,15,13,45,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16572,AH,Ammospermophilus harrisii,10,8,1989,139,13,13,61,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16678,AH,Ammospermophilus harrisii,11,5,1989,140,14,13,32,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16688,AH,Ammospermophilus harrisii,11,5,1989,140,15,13,42,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
16901,AH,Ammospermophilus harrisii,1,6,1990,142,12,13,37,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
17020,AH,Ammospermophilus harrisii,1,29,1990,143,12,13,47,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
17026,AH,Ammospermophilus harrisii,1,29,1990,143,20,13,52,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
17204,AH,Ammospermophilus harrisii,2,25,1990,144,14,13,41,Copalinga Private Reserve-red trail (1420m),,NULL,Zamora-Chinchipe Province,ECUADOR,
17373,AH,Ammospermophilus harrisii,4,24,1990,146,18,13,15,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
17416,AH,Ammospermophilus harrisii,4,25,1990,146,15,13,25,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
17488,AH,Ammospermophilus harrisii,5,23,1990,147,18,13,15,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
17513,AH,Ammospermophilus harrisii,5,24,1990,147,20,13,11,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
17532,AH,Ammospermophilus harrisii,5,24,1990,147,17,13,53,Reserva Biológica San Francisco-NUMEX (2070m-R2),,NULL,Loja Province,ECUADOR,
17533,AH,Ammospermophilus harrisii,5,24,1990,147,17,13,54,Reserva Biológica San Francisco-NUMEX (2070m-R2),,NULL,Loja Province,ECUADOR,
17535,AH,Ammospermophilus harrisii,5,24,1990,147,17,13,55,Reserva Biológica San Francisco-NUMEX (2070m-R2),,NULL,Loja Province,ECUADOR,
17557,AH,Ammospermophilus harrisii,5,25,1990,147,15,13,26,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17577,AH,Ammospermophilus harrisii,5,25,1990,147,6,13,76,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17804,AH,Ammospermophilus harrisii,8,17,1990,150,13,13,64,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17813,AH,Ammospermophilus harrisii,8,17,1990,150,15,13,74,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17828,AH,Ammospermophilus harrisii,9,22,1990,151,7,13,41,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17836,AH,Ammospermophilus harrisii,9,22,1990,151,7,13,53,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17865,AH,Ammospermophilus harrisii,9,25,1990,151,14,13,45,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17897,AH,Ammospermophilus harrisii,10,15,1990,152,12,13,33,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17969,AH,Ammospermophilus harrisii,10,17,1990,152,15,13,64,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
18002,AH,Ammospermophilus harrisii,11,10,1990,153,23,13,51,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
5204,AB,Amphispiza bilineata,1,24,1982,54,12,13,17,near Lake Lindsey.,28.63444|-82.35944,Hernando,Florida,United States of America,
5313,AB,Amphispiza bilineata,1,25,1982,54,13,13,63,road to St. Mark's lighthouse; St. Mark's Wildlife Refuge.,,Wakulla,Florida,United States of America,
5387,AB,Amphispiza bilineata,2,23,1982,55,13,13,12,3.5 miles north of Allicance Cross Road on Fla. Rt. 71.,,Jackson,Florida,United States of America,
5488,AB,Amphispiza bilineata,2,24,1982,55,2,13,53,"St. Vincent Island, wet swale",,NULL,NULL,UNITED STATES,
5496,AB,Amphispiza bilineata,2,24,1982,55,2,13,71,"Eagle Mountain Trailhead, Clearwater National Forest",46.33778|-115.11639,Idaho,Idaho,UNITED STATES,
5535,AB,Amphispiza bilineata,3,29,1982,56,18,13,31,"Eagle Mountain Trailhead, Clearwater National Forest",46.33778|-115.11639,Idaho,Idaho,UNITED STATES,
5643,AB,Amphispiza bilineata,3,30,1982,56,9,13,44,"Split Creek Trail, Nez Perce National Forest",45.45|-115.91667,Idaho,Idaho,UNITED STATES,
5687,AB,Amphispiza bilineata,4,28,1982,57,19,13,12,"Split Creek Trail, Nez Perce National Forest",45.45|-115.91667,Idaho,Idaho,UNITED STATES,
5741,AB,Amphispiza bilineata,4,28,1982,57,20,13,62,"Split Creek Trail, Nez Perce National Forest",45.45|-115.91667,Idaho,Idaho,UNITED STATES,
5759,AB,Amphispiza bilineata,4,28,1982,57,23,13,77,"Canyon Creek Trailhead, Clearwater National Forest",45.389905|-114.804434,Idaho,Idaho,UNITED STATES,
5784,AB,Amphispiza bilineata,4,29,1982,57,16,13,34,"FS Rd 25 4.6 mi S of FS Rd 300, Gifford Pinchot National Forest",,Lewis,Washington,UNITED STATES,
5821,AB,Amphispiza bilineata,4,29,1982,57,3,13,67,"FS Rd 25 4.6 mi S of FS Rd 300, Gifford Pinchot National Forest",,Lewis,Washington,UNITED STATES,
5899,AB,Amphispiza bilineata,5,21,1982,58,23,13,72,"FS Rd 25 4.6 mi S of FS Rd 300, Gifford Pinchot National Forest",,Lewis,Washington,UNITED STATES,
6051,AB,Amphispiza bilineata,6,28,1982,59,10,13,74,Upper Hoh Rd 8.3 mi E of US 101,,Jefferson,Washington,UNITED STATES,
6370,AB,Amphispiza bilineata,8,15,1982,61,6,13,44,Upper Hoh Rd 8.3 mi E of US 101,,Jefferson,Washington,UNITED STATES,
6377,AB,Amphispiza bilineata,8,15,1982,61,23,13,47,Upper Hoh Rd 8.3 mi E of US 101,,Jefferson,Washington,UNITED STATES,
6398,AB,Amphispiza bilineata,8,15,1982,61,23,13,62,Upper Hoh Rd 8.3 mi E of US 101,,Jefferson,Washington,UNITED STATES,
6404,AB,Amphispiza bilineata,8,15,1982,61,23,13,66,"FS Rd 443 0.8 mi S of Selway River Rd, Nez Perce National Forest",46.082289|-115.425324,Idaho,Idaho,UNITED STATES,
6407,AB,Amphispiza bilineata,8,15,1982,61,23,13,67,"Trib of Meadow Creek, FS Rd 443 2.6 mi S of FS Rd 223, Nez Perce National Forest",45.481902|-115.931183,Idaho,Idaho,UNITED STATES,
6415,AB,Amphispiza bilineata,8,15,1982,61,23,13,75,"Trib of Meadow Creek, FS Rd 443 2.6 mi S of FS Rd 223, Nez Perce National Forest",45.481902|-115.931183,Idaho,Idaho,UNITED STATES,
6531,AB,Amphispiza bilineata,9,18,1982,62,9,13,26,"near Red River Hotsprings, Nez Perce National Forest",45.809081|-115.473482,Idaho,Idaho,UNITED STATES,
6540,AB,Amphispiza bilineata,9,18,1982,62,13,13,32,"Slate Creek Rd 10.2 mi E of US 95, Nez Perce National Forest",45.597618|-115.9427,Idaho,Idaho,UNITED STATES,
6580,AB,Amphispiza bilineata,9,18,1982,62,6,13,67,"Slate Creek Rd 10.2 mi E of US 95, Nez Perce National Forest",45.597618|-115.9427,Idaho,Idaho,UNITED STATES,
6724,AB,Amphispiza bilineata,10,23,1982,-62,8,5,51,"Slate Creek Rd 10.2 mi E of US 95, Nez Perce National Forest",45.597618|-115.9427,Idaho,Idaho,UNITED STATES,
7137,AB,Amphispiza bilineata,1,12,1983,64,20,13,11,Burgdorf Rd 12.4 mi NW of Warren Wagon Rd,45.390995|-115.855953,Idaho,Idaho,UNITED STATES,
7138,AB,Amphispiza bilineata,1,12,1983,64,20,13,12,Burgdorf Rd 12.4 mi NW of Warren Wagon Rd,45.390995|-115.855953,Idaho,Idaho,UNITED STATES,
7140,AB,Amphispiza bilineata,1,12,1983,64,24,13,14,Burgdorf Rd 12.4 mi NW of Warren Wagon Rd,45.390995|-115.855953,Idaho,Idaho,UNITED STATES,
7143,AB,Amphispiza bilineata,1,12,1983,64,20,13,14,FL; Franklin Co.; Apalachicola National Estuarine Sanctuary; near the Marshall House on bayside of island.,,NULL,NULL,UNITED STATES,
7146,AB,Amphispiza bilineata,1,12,1983,64,12,13,16,FL; Palm Beach Co.; Sand pine scrub just W of DuBois Park on south side of Jupiter Inlet. Naturalized.,,NULL,NULL,UNITED STATES,
7150,AB,Amphispiza bilineata,1,12,1983,64,20,13,17,"Florida; Pasco County; Just west of Blanton on FLA 41, ca. 2 miles east of US 75",,NULL,NULL,UNITED STATES,
7151,AB,Amphispiza bilineata,1,12,1983,64,12,13,21,Florida; Leon County; near human habitation but in old hardwood forest with much beech and magnolia in ravine; on Ireland property near the Indian Mounds near Lake Jackson.,,NULL,NULL,UNITED STATES,
7171,AB,Amphispiza bilineata,1,12,1983,64,20,13,33,"Florida; Leon County; in heavily wooded area, ca 1/2 mile N of entrance to Maclay Gardens State Park, Tallahassee.",,NULL,NULL,UNITED STATES,
7176,AB,Amphispiza bilineata,1,12,1983,64,20,13,35,"Florida; Leon County; on wooded natural levee by the Apalachicola River, between Jim Woodruff Dam and U.S. Rt. 90 bridge, E of Sneads.",,NULL,NULL,UNITED STATES,
7180,AB,Amphispiza bilineata,1,12,1983,64,20,13,36,Florida; Leon County; vicinity of the boat landing at the end of Rhoden Cove Road; west of Meridian road; on the SE shore of Lake Jackson; North of Tallahassee.,,NULL,NULL,UNITED STATES,
7183,AB,Amphispiza bilineata,1,12,1983,64,19,13,42,"Florida; Jefferson County; by E edge of West Lake Rd.; near NE shore of Lake Miccosukee; 1.6 mi. S of jctn. with paved Green Rd.; SW 1/4 of NW 1/4 Sec 6, T2N R4E",,NULL,NULL,UNITED STATES,
7188,AB,Amphispiza bilineata,1,12,1983,64,20,13,44,"Florida; Franklin County; floodplain of Cow Creek Landing just S of Ochlockonee River, ca. 1 mi E of hiway 319 at terminus of C-370, ca. 4.5 air mi S of town of Sopchoppy.",,NULL,NULL,UNITED STATES,
7207,AB,Amphispiza bilineata,1,12,1983,64,12,13,55,"Florida; Alachua County; Mixed hardwood forest next to Williston Rd. (Hwy 331), South of Gainesville, FL, about 0.2 miles east of Hwy 121 (SW 34th Street) and 1 mile SW of Hwy 441 (Sec 3, T6S, R19E)",,NULL,NULL,UNITED STATES,
7303,AB,Amphispiza bilineata,1,13,1983,64,2,13,72,Florida; Leon County; Tallahassee,,NULL,NULL,UNITED STATES,
7342,AB,Amphispiza bilineata,2,26,1983,65,24,13,37,"at Waikamoi trail, Maui, Hawaii",,NULL,NULL,UNITED STATES,
7346,AB,Amphispiza bilineata,2,26,1983,65,24,13,46,"at Keopuka, Maui, Hawaii",,NULL,NULL,UNITED STATES,
7360,AB,Amphispiza bilineata,2,26,1983,65,24,13,67,"at Keanae Arboretum, Maui, Hawaii",,NULL,NULL,UNITED STATES,
7377,AB,Amphispiza bilineata,2,27,1983,65,13,13,15,Florida; Dade County; in Miami Beach,,NULL,NULL,UNITED STATES,
7379,AB,Amphispiza bilineata,2,27,1983,65,20,13,16,Florida; Brevard County; Erna Nixon Hammock; property owned by Melbourne Village.,,NULL,NULL,UNITED STATES,
7397,AB,Amphispiza bilineata,2,27,1983,65,20,13,33,Florida; Martin County; Jonathan Dickinson State Park,,NULL,NULL,UNITED STATES,
7405,AB,Amphispiza bilineata,2,27,1983,65,23,13,41,Florida; Lee County; Caloosahatchee Regional Park,,NULL,NULL,UNITED STATES,
7436,AB,Amphispiza bilineata,2,27,1983,65,23,13,66,FL; Franklin Co.; between hiway 98 and the river opposite 3rd Street W in Carrabelle.,,NULL,NULL,UNITED STATES,
7441,AB,Amphispiza bilineata,2,27,1983,65,3,13,71,FL; Bay Co.; outside fence row bordering roadside dep.,,NULL,NULL,UNITED STATES,
7465,AB,Amphispiza bilineata,3,14,1983,66,13,13,14,Denkanikota,,Krishnagiri,Tamil Name,INDIA,
7527,AB,Amphispiza bilineata,3,14,1983,66,13,13,72,"Kings Park & Botanic Garden, Fraser Avenue, West Perth WA 6005",,NULL,NULL,AUSTRALIA,
7547,AB,Amphispiza bilineata,3,15,1983,66,9,13,13,"Kings Park & Botanic Garden, Fraser Avenue, West Perth WA 6005",,NULL,NULL,AUSTRALIA,
7550,AB,Amphispiza bilineata,3,15,1983,66,6,13,14,"Kings Park & Botanic Garden, Fraser Avenue, West Perth WA 6005",,NULL,NULL,AUSTRALIA,
7594,AB,Amphispiza bilineata,3,15,1983,66,2,13,46,"Kings Park & Botanic Garden, Fraser Avenue, West Perth WA 6005",,NULL,NULL,AUSTRALIA,
7595,AB,Amphispiza bilineata,3,15,1983,66,1,13,47,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
7597,AB,Amphispiza bilineata,3,15,1983,66,6,13,47,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
7611,AB,Amphispiza bilineata,3,15,1983,66,2,13,63,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
7614,AB,Amphispiza bilineata,3,15,1983,66,2,13,64,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
7711,AB,Amphispiza bilineata,4,16,1983,67,23,13,76,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
7911,AB,Amphispiza bilineata,5,15,1983,68,10,13,53,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
8052,AB,Amphispiza bilineata,6,18,1983,69,4,13,77,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
8056,AB,Amphispiza bilineata,7,16,1983,70,24,13,12,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
8193,AB,Amphispiza bilineata,8,15,1983,71,22,13,55,"Banksia Farm, Pearce Road, Mount Barker, Western Australia",,NULL,NULL,AUSTRALIA,
8289,AB,Amphispiza bilineata,9,10,1983,72,20,13,23,"Bush, W side of Albany Highway, ca. 50 km N of Mount Barker, N of turn-off to Cranbrook, in neighborhood of Trevelen Farm Winery, Western Australia",,NULL,NULL,AUSTRALIA,
8403,AB,Amphispiza bilineata,9,11,1983,72,4,13,67,"Bush, W side of Albany Highway, ca. 50 km N of Mount Barker, N of turn-off to Cranbrook, in neighborhood of Trevelen Farm Winery, Western Australia",,NULL,NULL,AUSTRALIA,
8697,AB,Amphispiza bilineata,12,8,1983,75,20,13,14,,,Franklin,Florida,United States of America,
8750,AB,Amphispiza bilineata,12,9,1983,75,3,13,12,FL; Lee Co.; hammock forest; west of Bonita Beach.,,NULL,NULL,UNITED STATES,
8882,AB,Amphispiza bilineata,2,5,1984,76,8,13,27,FL; Franklin Co.; St.Vincent Island,,NULL,NULL,UNITED STATES,
9015,AB,Amphispiza bilineata,4,9,1984,78,20,13,67,FL; Leon Co.; Elinor Klapp-Phipps Park,,NULL,NULL,UNITED STATES,
9248,AB,Amphispiza bilineata,5,28,1984,79,7,13,17,"FL; Wakulla Co.; woods; sect 7, T4S, R3W, Tallahassee meridian; 30 mi. sw Tallahassee.",,NULL,NULL,UNITED STATES,
9287,AB,Amphispiza bilineata,7,3,1984,80,12,13,11,"(Camporee Field) at Wallwood Boy Scout Reservation on Ocklawaha Arm of Lake Talquin, ca. 10 air mi S of Quincy.",30.441776|-84.58333,Gadsden,Florida,United States of America,
9370,AB,Amphispiza bilineata,7,4,1984,80,3,13,77,FL; Franklin Co.; Tates Hell Swamp; Big Slough Branch of Whiskey George Creek; along North Boundary Rd,,NULL,NULL,UNITED STATES,
9386,AB,Amphispiza bilineata,7,31,1984,81,6,13,36,"Florida; ; Floating in Withlachoochee River at Istachatta, Florida.",,NULL,NULL,UNITED STATES,
9389,AB,Amphispiza bilineata,7,31,1984,81,23,13,47,valley,,Siligury,West bengal,INDIA,
9416,AB,Amphispiza bilineata,8,1,1984,81,2,13,11,FL; Franklin Co.; just N of Avenue B in town of Apalachicola.,,NULL,NULL,UNITED STATES,
9484,AB,Amphispiza bilineata,8,25,1984,82,6,13,71,"FL; Bay Co.; bordering Moccasin Creek at Blue Springs Road bridge, N of Bennett (1.8 mi S of Rte 20)",,NULL,NULL,UNITED STATES,
9569,AB,Amphispiza bilineata,9,30,1984,83,15,13,14,"FL; Bay Co.; pasture; just E of Rte 77 on N side of Southport; T2S, R14W, NE1/4 SE1/4 Sec 21",,NULL,NULL,UNITED STATES,
9602,AB,Amphispiza bilineata,9,30,1984,83,5,13,71,"FL; Manatee Co.; Dunes, Anna Maria Key",,NULL,NULL,UNITED STATES,
9690,AB,Amphispiza bilineata,10,21,1984,84,1,13,47,"FL; Leon Co.; Elinor Klapp-Phipps Park (W of Meridian Rd, N of Tallahassee)",,NULL,NULL,UNITED STATES,
9828,AB,Amphispiza bilineata,1,19,1985,86,14,13,43,FL; Franklin Co.; Dog Island; bordering large inland marsh between old dump area and the powerstation.,,NULL,NULL,UNITED STATES,
9861,AB,Amphispiza bilineata,1,20,1985,86,10,13,11,"FL; Orange Co.; in lowland woods and around clearings of bay forests, east of taxiways at McCoy Field, Orlando.",,NULL,NULL,UNITED STATES,
9895,AB,Amphispiza bilineata,1,20,1985,86,9,13,45,"FL; Hernando Co.; Along US 41, 2 miles n. of Brooksville; low, grazed meadow at Croom Road; fence row along US 41.",,NULL,NULL,UNITED STATES,
9941,AB,Amphispiza bilineata,2,16,1985,87,12,13,27,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10474,AB,Amphispiza bilineata,6,15,1985,90,22,13,64,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10609,AB,Amphispiza bilineata,7,24,1985,91,10,13,53,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10765,AB,Amphispiza bilineata,9,21,1985,93,19,13,55,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10963,AB,Amphispiza bilineata,11,16,1985,95,12,13,16,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10970,AB,Amphispiza bilineata,11,16,1985,95,12,13,24,Florida; Gulf County; E side of,,NULL,NULL,UNITED STATES,
10975,AB,Amphispiza bilineata,11,16,1985,95,24,13,32,"Damien, Haiti",,NULL,NULL,HT,
11095,AB,Amphispiza bilineata,12,7,1985,96,12,13,15,"Damien, Haiti",,NULL,NULL,HT,
11130,AB,Amphispiza bilineata,12,7,1985,96,17,13,61,"Damien, Haiti",,NULL,NULL,HT,
11200,AB,Amphispiza bilineata,12,8,1985,96,7,13,55,"Damien, Haiti",,NULL,NULL,HT,
11222,AB,Amphispiza bilineata,12,8,1985,96,7,13,74,"Damien, Haiti",,NULL,NULL,HT,
11301,AB,Amphispiza bilineata,3,9,1986,97,13,13,31,"New Orleans, La.",,NULL,NULL,US,
11342,AB,Amphispiza bilineata,4,12,1986,98,6,13,13,"New Orleans, La.",,NULL,NULL,US,
11449,AB,Amphispiza bilineata,5,10,1986,99,6,13,23,"New Orleans, La.",,NULL,NULL,US,
11487,AB,Amphispiza bilineata,5,10,1986,99,14,13,75,"New Orleans, La.",,NULL,NULL,US,
12081,AB,Amphispiza bilineata,12,14,1986,106,16,13,22,"New Orleans, La.",,NULL,NULL,US,
12211,AB,Amphispiza bilineata,1,31,1987,107,23,13,53,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12246,AB,Amphispiza bilineata,2,1,1987,107,2,13,16,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12254,AB,Amphispiza bilineata,2,1,1987,107,13,13,24,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12260,AB,Amphispiza bilineata,2,1,1987,107,15,13,31,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12293,AB,Amphispiza bilineata,2,1,1987,107,7,13,64,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12345,AB,Amphispiza bilineata,3,1,1987,108,20,13,31,"Port-au-Prince, Haiti",,NULL,NULL,HT,
12354,AB,Amphispiza bilineata,3,1,1987,108,12,13,37,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
12368,AB,Amphispiza bilineata,3,1,1987,108,12,13,51,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
12374,AB,Amphispiza bilineata,3,1,1987,108,20,13,62,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
12382,AB,Amphispiza bilineata,3,1,1987,108,23,13,67,Bombuscaro - Podocarpus National Park (1050m-B),,NULL,Zamora-Chinchipe Province,ECUADOR,
12387,AB,Amphispiza bilineata,3,1,1987,108,14,13,76,Bombuscaro - Podocarpus National Park (1050m-B),,NULL,Zamora-Chinchipe Province,ECUADOR,
